city_id,city_name,country,continent,vacation_types,seasons,budget,vibe
c231,Orlando,United States,North America,City,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Busy|Moderate
c232,Philadelphia,United States,North America,City|Historical,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c233,Portland,United States,North America,City|Nature,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c234,Minneapolis,United States,North America,City|Nature,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Quiet
c235,Quebec City,Canada,North America,City|Historical,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Quiet
c236,Ottawa,Canada,North America,City,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Moderate|Quiet
c237,Edmonton,Canada,North America,City|Nature,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Quiet
c238,Curitiba,Brazil,South America,City|Nature,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c239,Salvador,Brazil,South America,Beach|City|Historical,Spring|Summer|Fall,Mid-Range|Luxury,Busy|Moderate
c240,Quito,Ecuador,South America,City|Nature,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c241,Guayaquil,Ecuador,South America,City|Beach,Spring|Summer|Fall,Mid-Range|Luxury,Busy|Moderate
c242,Punta Cana,Dominican Republic,Caribbean,Beach|City,Spring|Summer|Fall|Winter,Luxury|Premium,Moderate|Quiet
c243,Cancun,Mexico,North America,Beach|City,Spring|Summer|Fall|Winter,Mid-Range|Luxury|Premium,Busy|Moderate
c244,Tulum,Mexico,North America,Beach|City,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Moderate|Quiet
c245,Marseille,France,Europe,Beach|City,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c246,Bordeaux,France,Europe,City|Nature,Spring|Summer|Fall,Mid-Range|Luxury,Quiet
c247,Cologne,Germany,Europe,City|Historical,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c248,Frankfurt,Germany,Europe,City,Spring|Summer|Fall,Mid-Range|Luxury,Busy|Moderate
c249,Bologna,Italy,Europe,City|Historical,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c250,Turin,Italy,Europe,City,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c251,Valencia,Spain,Europe,Beach|City,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c252,Malaga,Spain,Europe,Beach|City,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c253,Rotterdam,Netherlands,Europe,City,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c254,Antwerp,Belgium,Europe,City|Historical,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c255,Salzburg,Austria,Europe,City|Historical|Nature,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Quiet
c256,Interlaken,Switzerland,Europe,Adventure|Nature,Spring|Summer|Fall|Winter,Luxury|Premium,Quiet
c257,Lucerne,Switzerland,Europe,City|Nature,Spring|Summer|Fall|Winter,Luxury|Premium,Quiet
c258,Jeju City,South Korea,Asia,Beach|Nature,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c259,Sapporo,Japan,Asia,City|Nature,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Quiet
c260,Fukuoka,Japan,Asia,City,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Moderate|Quiet
c261,Hangzhou,China,Asia,City|Nature,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c262,Xi'an,China,Asia,City|Historical,Spring|Summer|Fall,Mid-Range|Luxury,Moderate|Quiet
c263,Pune,India,Asia,City,Spring|Summer|Fall|Winter,Budget Friendly|Mid-Range,Moderate|Quiet
c264,Jaipur,India,Asia,City|Historical|Religious,Spring|Summer|Fall|Winter,Budget Friendly|Mid-Range,Busy|Moderate
c265,Kochi,India,Asia,Beach|City|Historical,Spring|Summer|Fall|Winter,Budget Friendly|Mid-Range,Moderate|Quiet
c266,Muscat,Oman,Asia,Beach|City,Spring|Summer|Fall|Winter,Luxury|Premium,Moderate|Quiet
c267,Perth,Australia,Oceania,Beach|City|Nature,Spring|Summer|Fall|Winter,Mid-Range|Luxury,Moderate|Quiet
